xmin,ymin,xmax,ymax,confidence,class,name,time
0.24667222797870636,74.75676727294922,149.35922241210938,213.693603515625,0.8382530808448792,62,tv,0.0
293.8451232910156,350.03558349609375,480.0,618.15380859375,0.6399753093719482,60,dining table,0.0
330.2372131347656,365.9310302734375,366.011962890625,393.3070373535156,0.48736560344696045,67,cell phone,0.0
163.36587524414062,290.9385986328125,297.0130615234375,416.83184814453125,0.4204905927181244,16,dog,0.0
163.09471130371094,290.01519775390625,273.7725524902344,413.609375,0.37188515067100525,77,teddy bear,0.0
123.16425323486328,0.0,257.8274230957031,203.69374084472656,0.3676086366176605,58,potted plant,0.0
0.0,75.6868667602539,150.2424774169922,214.06224060058594,0.8443204760551453,62,tv,0.03343383584589615
294.08392333984375,349.9822692871094,479.7808532714844,618.4608764648438,0.6622670292854309,60,dining table,0.03343383584589615
163.85557556152344,291.6404113769531,300.124267578125,418.4873046875,0.48787784576416016,16,dog,0.03343383584589615
165.2800750732422,291.3122253417969,304.0517883300781,420.9056091308594,0.4616616666316986,77,teddy bear,0.03343383584589615
330.42352294921875,365.4322204589844,366.12225341796875,393.33074951171875,0.4610840082168579,67,cell phone,0.03343383584589615
124.19441223144531,0.0,257.8605041503906,204.07557678222656,0.4005316495895386,58,potted plant,0.03343383584589615
0.0,74.32140350341797,150.0645294189453,213.12538146972656,0.8520602583885193,62,tv,0.0668676716917923
292.3963317871094,350.1785583496094,479.75927734375,619.15966796875,0.6520370841026306,60,dining table,0.0668676716917923
162.12486267089844,292.2458190917969,300.161376953125,420.25445556640625,0.6488790512084961,16,dog,0.0668676716917923
100.49568939208984,0.0,257.13250732421875,203.1160888671875,0.4045841097831726,58,potted plant,0.0668676716917923
326.9528503417969,365.9117126464844,364.4706115722656,394.1388854980469,0.3808354139328003,67,cell phone,0.0668676716917923
0.14138753712177277,73.48997497558594,151.46832275390625,213.7611541748047,0.847632646560669,62,tv,0.10030150753768845
291.41070556640625,347.91986083984375,479.26165771484375,619.9191284179688,0.6396273374557495,60,dining table,0.10030150753768845
164.2097625732422,295.3177185058594,301.55511474609375,422.02947998046875,0.5078918933868408,16,dog,0.10030150753768845
325.1940612792969,367.13336181640625,363.3901672363281,396.0115661621094,0.4393464922904968,67,cell phone,0.10030150753768845
159.7513885498047,293.29034423828125,232.62591552734375,411.2370910644531,0.4210800528526306,16,dog,0.10030150753768845
79.91535186767578,0.0,254.36102294921875,201.77297973632812,0.37762007117271423,58,potted plant,0.10030150753768845
0.24126394093036652,72.56536865234375,151.04885864257812,213.6804656982422,0.8383799195289612,62,tv,0.1337353433835846
292.09234619140625,349.1710510253906,479.27508544921875,619.6331787109375,0.643008291721344,60,dining table,0.1337353433835846
168.54251098632812,297.7949523925781,301.2898254394531,422.3360595703125,0.4934996962547302,16,dog,0.1337353433835846
325.1716613769531,367.0179443359375,363.6610107421875,395.8558654785156,0.4265556335449219,67,cell phone,0.1337353433835846
159.84396362304688,293.0401916503906,232.38137817382812,411.2610168457031,0.3995545506477356,16,dog,0.1337353433835846
93.82830810546875,0.0,255.0712890625,196.05239868164062,0.3271942138671875,58,potted plant,0.1337353433835846
325.8341369628906,367.6082763671875,363.3145751953125,396.3465576171875,0.3092963397502899,65,remote,0.1337353433835846
158.85850524902344,291.65716552734375,228.2771453857422,409.242431640625,0.2931206524372101,77,teddy bear,0.1337353433835846
0.058893464505672455,73.5280990600586,146.8289337158203,212.81338500976562,0.8035656213760376,62,tv,0.16716917922948074
292.2687072753906,349.0832824707031,479.19085693359375,619.6622924804688,0.6396010518074036,60,dining table,0.16716917922948074
164.66700744628906,294.8013916015625,302.5914001464844,422.05548095703125,0.42215362191200256,16,dog,0.16716917922948074
325.2308349609375,366.9407653808594,363.6098937988281,395.62420654296875,0.3914073705673218,67,cell phone,0.16716917922948074
158.425537109375,291.83770751953125,229.3036651611328,409.0757141113281,0.3865678906440735,77,teddy bear,0.16716917922948074
79.74860382080078,0.0,254.49526977539062,197.44998168945312,0.3061075806617737,58,potted plant,0.16716917922948074
0.02937028370797634,72.70561981201172,149.44046020507812,212.28765869140625,0.8032444715499878,62,tv,0.2006030150753769
292.4410705566406,349.35284423828125,479.4117736816406,618.98583984375,0.6029853820800781,60,dining table,0.2006030150753769
159.78488159179688,292.24859619140625,297.75762939453125,419.3284912109375,0.4056575894355774,16,dog,0.2006030150753769
158.36611938476562,291.43792724609375,229.7477569580078,408.9173889160156,0.36271411180496216,77,teddy bear,0.2006030150753769
326.4244689941406,365.7257995605469,362.85284423828125,393.9574890136719,0.31497785449028015,67,cell phone,0.2006030150753769
83.50187683105469,0.0,254.96339416503906,199.98458862304688,0.30059921741485596,58,potted plant,0.2006030150753769
325.6550598144531,367.0933837890625,362.7923278808594,395.319580078125,0.2871586084365845,64,mouse,0.2006030150753769
0.05534522607922554,72.73882293701172,149.76495361328125,211.81666564941406,0.8003160953521729,62,tv,0.23403685092127305
292.4984436035156,349.80206298828125,479.4772644042969,618.8165283203125,0.6088923811912537,60,dining table,0.23403685092127305
160.84259033203125,291.2667541503906,298.9983215332031,419.65960693359375,0.5142219662666321,16,dog,0.23403685092127305
325.83697509765625,366.4377136230469,363.4538269042969,394.5677490234375,0.32227155566215515,67,cell phone,0.23403685092127305
159.20730590820312,290.948974609375,230.08644104003906,409.2874755859375,0.3030642867088318,77,teddy bear,0.23403685092127305
29.041080474853516,0.0,249.9876251220703,198.26783752441406,0.29758507013320923,58,potted plant,0.23403685092127305
325.6721496582031,366.95294189453125,362.75445556640625,395.3331298828125,0.2908428907394409,64,mouse,0.23403685092127305
0.1716688871383667,72.78269958496094,148.7127227783203,211.7891387939453,0.7904594540596008,62,tv,0.2674706867671692
292.4147033691406,349.7872314453125,479.43328857421875,618.6383056640625,0.6121283173561096,60,dining table,0.2674706867671692
160.98971557617188,290.7281799316406,299.13543701171875,419.51300048828125,0.5531104207038879,16,dog,0.2674706867671692
325.88372802734375,366.37042236328125,363.3231506347656,394.2984619140625,0.34841692447662354,67,cell phone,0.2674706867671692
26.533708572387695,0.0,249.6536102294922,196.27410888671875,0.30826905369758606,58,potted plant,0.2674706867671692
159.27542114257812,290.54833984375,229.85581970214844,409.21380615234375,0.2740912437438965,77,teddy bear,0.2674706867671692
325.6949157714844,366.8734130859375,362.6113586425781,395.0636291503906,0.27017802000045776,64,mouse,0.2674706867671692
0.451560378074646,72.3919906616211,148.9512481689453,211.12342834472656,0.7932398319244385,62,tv,0.30090452261306533
292.92767333984375,349.6075134277344,479.3774108886719,618.4281616210938,0.617546558380127,60,dining table,0.30090452261306533
162.25201416015625,290.06390380859375,303.88677978515625,421.11767578125,0.48175811767578125,16,dog,0.30090452261306533
326.9378356933594,364.8865966796875,363.3468017578125,393.5227355957031,0.3157801032066345,67,cell phone,0.30090452261306533
74.64990997314453,0.0,254.1348114013672,195.32492065429688,0.28485265374183655,58,potted plant,0.30090452261306533
325.7626953125,366.0199279785156,363.75189208984375,394.9304504394531,0.2627539336681366,64,mouse,0.30090452261306533
159.5587921142578,289.7211608886719,230.07518005371094,409.1409606933594,0.25571367144584656,77,teddy bear,0.30090452261306533
0.5194318294525146,72.93315124511719,149.44461059570312,210.88336181640625,0.7905451655387878,62,tv,0.3343383584589615
293.0769958496094,349.2935485839844,479.25372314453125,618.9785766601562,0.6275346279144287,60,dining table,0.3343383584589615
161.43980407714844,290.2835998535156,297.955078125,418.7337951660156,0.36253029108047485,16,dog,0.3343383584589615
160.1234588623047,289.194091796875,299.5843200683594,416.91571044921875,0.307561457157135,77,teddy bear,0.3343383584589615
27.67232894897461,0.0,249.26527404785156,190.19552612304688,0.28872203826904297,58,potted plant,0.3343383584589615
326.7438049316406,365.7558898925781,363.4568176269531,393.6812438964844,0.2809157073497772,67,cell phone,0.3343383584589615
0.4842122793197632,72.18338012695312,146.94268798828125,210.76095581054688,0.7834923267364502,62,tv,0.36777219430485764
293.2366638183594,349.33599853515625,479.20733642578125,618.1797485351562,0.6489740610122681,60,dining table,0.36777219430485764
161.0985107421875,289.3460693359375,298.0768127441406,418.97454833984375,0.4373030364513397,16,dog,0.36777219430485764
327.082763671875,365.56634521484375,363.4481201171875,393.0446472167969,0.3426523506641388,67,cell phone,0.36777219430485764
159.6879425048828,288.9109191894531,230.27902221679688,408.51239013671875,0.27697986364364624,77,teddy bear,0.36777219430485764
92.81700897216797,0.0,254.24078369140625,190.22520446777344,0.2653792202472687,58,potted plant,0.36777219430485764
0.20724733173847198,71.96873474121094,146.5210418701172,210.36111450195312,0.7864022850990295,62,tv,0.4012060301507538
293.28582763671875,348.4139099121094,479.050537109375,618.8297729492188,0.6483673453330994,60,dining table,0.4012060301507538
161.28318786621094,288.76104736328125,298.08544921875,419.0898742675781,0.4669185280799866,16,dog,0.4012060301507538
326.4951171875,365.8711853027344,364.3789978027344,393.3147277832031,0.40468454360961914,67,cell phone,0.4012060301507538
27.50518798828125,0.0,248.7003631591797,180.18284606933594,0.26798734068870544,58,potted plant,0.4012060301507538
0.11287524551153183,72.05301666259766,144.77259826660156,210.21426391601562,0.7843265533447266,62,tv,0.43463986599664994
293.48187255859375,349.2869567871094,479.0188293457031,617.5043334960938,0.6547062397003174,60,dining table,0.43463986599664994
163.1373748779297,288.60693359375,303.5859375,420.6319885253906,0.4654897153377533,16,dog,0.43463986599664994
326.3698425292969,365.817138671875,364.95098876953125,392.8383483886719,0.4610225558280945,67,cell phone,0.43463986599664994
27.892927169799805,0.0,248.77317810058594,183.61431884765625,0.2656508684158325,58,potted plant,0.43463986599664994
0.17176997661590576,71.7259292602539,144.4883575439453,209.90780639648438,0.7788010239601135,62,tv,0.4680737018425461
293.59075927734375,350.07391357421875,479.1306457519531,617.32958984375,0.6377577781677246,60,dining table,0.4680737018425461
326.3480529785156,365.3909912109375,365.74908447265625,392.46435546875,0.44213661551475525,67,cell phone,0.4680737018425461
162.06483459472656,288.8724060058594,298.8353576660156,417.9161071777344,0.35935524106025696,16,dog,0.4680737018425461
27.273723602294922,0.0,249.85464477539062,173.1713104248047,0.3263714015483856,58,potted plant,0.4680737018425461
160.53102111816406,287.86566162109375,299.6098937988281,415.9022521972656,0.2790062129497528,77,teddy bear,0.4680737018425461
0.22876422107219696,71.09135437011719,147.83963012695312,210.2232208251953,0.7931342720985413,62,tv,0.5015075376884423
293.9871520996094,349.90460205078125,479.1927795410156,617.2413940429688,0.6634060740470886,60,dining table,0.5015075376884423
163.1564178466797,287.6326904296875,304.006591796875,419.7679443359375,0.4946894645690918,16,dog,0.5015075376884423
326.6064147949219,365.1124267578125,365.94915771484375,392.1059875488281,0.45157644152641296,67,cell phone,0.5015075376884423
126.10940551757812,1.0948091745376587,253.99526977539062,152.89260864257812,0.29038357734680176,58,potted plant,0.5015075376884423
0.2266615629196167,70.42643737792969,145.68597412109375,210.2745819091797,0.7877804636955261,62,tv,0.5349413735343383
294.0035400390625,348.53411865234375,479.29034423828125,616.8827514648438,0.6633830666542053,60,dining table,0.5349413735343383
162.24057006835938,287.6628112792969,301.0618591308594,418.08892822265625,0.5913094878196716,16,dog,0.5349413735343383
